id,popularity,original_title,director,keywords,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,decades,horror
298077,0.0174,Ambition,Tomek Baginski,future|apprentice|telekinesis|mind control|space,6,['Science Fiction'],30,6.9,2014,,,2010s,False
298533,0.018014,Corner Gas: The Movie,David Storey,,90,"['Family', 'Comedy']",11,5.4,2014,7829273.9315574,,2010s,False
250666,0.017292,The Overnighters,Jesse Moss,north dakota|human rights|oil industry,102,"['Drama', 'Documentary']",20,6.8,2014,,,2010s,False
314065,0.015776,Altar,Nick Willing,haunted house|yorkshire england|ghost,95,"['Mystery', 'Horror']",23,4.1,2014,,,2010s,True
303281,0.015258,Happy Ending,Krishna D.K.|Raj Nidimoru,,135,['Comedy'],12,5.4,2014,,,2010s,False
291155,0.005725,"Fat, Sick & Nearly Dead 2",Kurt Engfehr,lifestyle|diet|sequel|advocacy,89,['Documentary'],14,6.5,2014,,,2010s,False
291343,0.012325,Nowitzki: The Perfect Shot,Sebastian Dehnhardt,biography|sport|basketball|dallas mavericks,106,['Documentary'],18,6.8,2014,,,2010s,False
250769,0.012014,Mitt,Greg Whiteley,politician|republican party|presidential debate|presidential elections,93,['Documentary'],15,6.4,2014,,,2010s,False
298653,0.011229000000000001,Berkshire County,Audrey Cummings,babysitter|halloween|high school|horror|home invasion,83,"['Horror', 'Thriller']",15,5.5,2014,,,2010s,True
286101,0.0029219999999999997,Des Lendemains Qui Chantent,Nicolas Castro,,94,['Comedy'],13,6.0,2014,4.60545525385729,,2010s,False
262903,0.010047,Main Tera Hero,David Dhawan,coming of age,128,"['Romance', 'Comedy']",12,5.8,2014,,,2010s,False
250745,0.008,Happy Valley,Amir Bar-Lev,american football|child molester,98,['Documentary'],14,6.0,2014,,,2010s,False
245158,0.007622,Kids for Cash,Robert May,,102,"['Documentary', 'Thriller']",12,7.1,2014,,,2010s,False
279992,0.005972,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,remake|behind the scenes,100,['Documentary'],16,7.1,2014,,,2010s,False
296690,0.044654,Kill Dil,Shaad Ali,,127,"['Drama', 'Action', 'Crime']",13,5.2,2014,,,2010s,False
320420,0.00584399999999999,Love Me,Jonathon Narducci,mail order bride,94,['Documentary'],13,7.0,2014,,,2010s,False
309049,0.147999,We Still Kill the Old Way,Sacha Bennett,,94,['Crime'],11,4.9,2014,,,2010s,False
283201,0.005266,Finding Fanny,Homi Adajania,,102,"['Romance', 'Comedy', 'Drama']",15,5.8,2014,2292964.06179047,,2010s,False
283559,0.0048530000000000005,One Direction: Where We Are - The Concert,Paul Dugdale,live concert|one direction,106,"['Documentary', 'Music']",32,8.3,2014,,,2010s,False
273997,0.034538,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,,100,['Documentary'],16,6.7,2014,,,2010s,False
276928,0.004282,Humpty Sharma Ki Dulhania,Shashank Khaitan,,133,"['Drama', 'Comedy', 'Romance']",23,6.4,2014,,,2010s,False
286817,0.032049,Anatomy of a Love Seen,Marina Rice Bader,lesbian|woman director,86,"['Romance', 'Drama']",18,4.2,2014,,,2010s,False
250668,0.023872,Rich Hill,Tracy Droz Tragos|Andrew Droz Palermo,woman director,91,['Documentary'],14,7.1,2014,,,2010s,False
258614,0.0035039999999999997,Pantani: The Accidental Death of a Cyclist,James Erskine,,90,['Documentary'],11,6.5,2014,,,2010s,False
288301,0.0025989999999999997,Do I Sound Gay?,David Thorpe,homosexuality,77,['Documentary'],12,5.8,2014,,,2010s,False
11,12.037933,Star Wars,George Lucas,android|galaxy|hermit|death star|lightsaber,121,"['Adventure', 'Action', 'Science Fiction']",4428,7.9,1977,39575591.3582738,2789712242.27745,1970s,False
691,2.379469,The Spy Who Loved Me,Lewis Gilbert,london|submarine|england|assassination|spy,125,"['Adventure', 'Action', 'Thriller']",279,6.2,1977,50368934.4559849,667167740.424415,1970s,False
11319,1.719385,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,mouse|baby-snatching|bottle|albatros|rescue,78,"['Fantasy', 'Family', 'Animation', 'Adventure']",332,6.6,1977,4317337.23908442,256219102.706214,1970s,False
703,1.179653,Annie Hall,Woody Allen,neurosis|comedian|job interview|love|singer,93,"['Comedy', 'Drama', 'Romance']",493,7.6,1977,14391124.1302814,137620251.33378702,1970s,False
11114,1.104997,Pete's Dragon,Don Chaffey,farm|friendship|part live action|escape|dragon,128,"['Fantasy', 'Animation', 'Comedy', 'Family']",113,6.4,1977,35977810.325703494,,1970s,False
840,1.104816,Close Encounters of the Third Kind,Steven Spielberg,indiana|obsession|extraterrestrial technology|evacuation|blackout,135,"['Science Fiction', 'Drama']",600,7.0,1977,71955620.65140699,1092964988.91343,1970s,False
5902,1.048838,A Bridge Too Far,Richard Attenborough,netherlands|world war ii|operation market garden|panzer|british soldier,175,"['Drama', 'History', 'War']",109,6.4,1977,79151182.7165477,182587387.40294498,1970s,False
250480,0.912502,The Many Adventures of Winnie the Pooh,John Lounsbery|Wolfgang Reitherman,dream sequence|winnie the pooh|cartoon bear|cartoon tiger,74,"['Animation', 'Family']",75,7.1,1977,,,1970s,False
14140,0.9056569999999999,Herbie Goes To Monte Carlo,Vincent McEveety,auto mechanic|automobile racing|smart car|monte carlo rally|the love bug,105,"['Romance', 'Comedy', 'Family', 'Action', 'Adventure']",36,6.4,1977,,,1970s,False
11940,0.75125,Sinbad and the Eye of the Tiger,Sam Wanamaker,monster|step mother,113,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",15,5.9,1977,12592233.613996198,57564496.5211256,1970s,False
25388,0.622492,March or Die,Dick Richards,gypsy|middle east|foreign legion|wilderness|archaeologist,107,"['Action', 'Adventure', 'Drama', 'War']",10,6.1,1977,,,1970s,False
11009,0.602862,Saturday Night Fever,John Badham,dancing master|dance performance|lover (female)|dancing scene|disco,118,"['Drama', 'Music']",192,6.3,1977,12592233.613996198,853081315.967563,1970s,False
12535,0.560826,High Anxiety,Mel Brooks,industrialist|vertigo|hitman|lighthouse|spoof,94,"['Comedy', 'Music']",29,6.2,1977,12232455.5107391,111758008.93041201,1970s,False
11006,0.541642,Smokey and the Bandit,Hal Needham,sheriff|bride|smuggling|road movie,96,"['Action', 'Adventure', 'Comedy']",93,6.9,1977,,455973514.57515,1970s,False
5205,0.520725,Pumping Iron,George Butler|Robert Fiore,training|sport|gym|bodybuilding competition,85,['Documentary'],71,7.0,1977,,,1970s,False
17689,0.49548000000000003,The Gauntlet,Clint Eastwood,ambush|prostitute|helicopter|showdown|bus,109,"['Drama', 'Action', 'Crime', 'Thriller']",45,6.7,1977,19787795.6791369,95034155.5342327,1970s,False
10839,0.474001,Cross of Iron,Sam Peckinpah,world war ii|german|russian|troops|battle for power,132,"['Drama', 'Action', 'History', 'War']",37,6.0,1977,21586686.1954221,,1970s,False
12637,0.43450900000000003,"New York, New York",Martin Scorsese,new york|jazz|saxophonist|falling in love,155,"['Drama', 'Music', 'Romance']",32,5.6,1977,,,1970s,False
11590,0.407317,Slap Shot,George Roy Hill,small town|sport|ice hockey|violence|team owner,123,"['Drama', 'Comedy']",49,7.3,1977,,100737868.91196899,1970s,False
19067,0.400457,The Duellists,Ridley Scott,fencing|russian front|napoleonic wars|pistol duel|sword duel,100,"['Drama', 'War']",31,5.9,1977,3238002.92931331,,1970s,False
42222,0.39865100000000003,Julia,Fred Zinnemann,friends|playwright,117,['Drama'],10,5.0,1977,,,1970s,False
49126,0.39105500000000004,Audrey Rose,Robert Wise,based on novel|nightmare|stranger,113,"['Fantasy', 'Drama', 'Horror', 'Thriller']",12,5.5,1977,,,1970s,True
11586,0.375967,Exorcist II: The Heretic,John Boorman,exorcism|examination|pact with the devil|possession|priest,118,"['Horror', 'Thriller', 'Fantasy']",56,4.6,1977,50368934.4559849,110628679.855412,1970s,True
7227,0.373131,Airport '77,Jerry Jameson,stewardess|pilot|hijacking|painting|boeing 747,114,"['Action', 'Adventure', 'Drama', 'Thriller']",25,5.7,1977,21586686.1954221,107933430.97711,1970s,False
11834,0.346062,Jabberwocky,Terry Gilliam,father-son relationship|dream|new love|village|weltverbesserer,105,"['Fantasy', 'Comedy']",21,5.8,1977,,,1970s,False
985,0.331417,Eraserhead,David Lynch,baby|mutant|claustrophobia|nightmare|parents-in-law,89,"['Science Fiction', 'Fantasy', 'Horror', 'Drama']",194,7.1,1977,35977.8103257035,25184467.227992397,1970s,True
21948,0.320214,Rolling Thunder,John Flynn,vietnam veteran|repayment|revenge,95,"['Action', 'Crime', 'Drama', 'Thriller']",19,6.3,1977,,,1970s,False
26842,0.318679,The Message,Moustapha Akkad,islam|muslim|war|religion|historical fiction,177,"['Adventure', 'Drama', 'Action', 'History']",45,7.2,1977,,,1970s,False
1362,0.31235799999999997,The Hobbit,"Jules Bass|Arthur Rankin, Jr.",elves|dwarves|orcs|rivendell|robbery,77,"['Adventure', 'Animation', 'Family']",46,5.8,1977,10793343.097711,,1970s,False
4199,0.30428499999999997,The Man in the Iron Mask,Mike Newell,mistake in person|plan|royalty|twin,100,"['History', 'Adventure']",11,5.9,1977,,,1970s,False
50374,0.28016599999999997,Black Sunday,John Frankenheimer,thriller|american football stadium|dirigible,143,"['Action', 'Adventure', 'Drama', 'Thriller']",13,6.1,1977,,,1970s,False
14612,0.267177,Candleshoe,Norman Tokar,,101,['Family'],15,7.1,1977,,,1970s,False
47474,0.062898,The Serpent's Egg,Ingmar Bergman,suspense,120,"['Drama', 'Mystery']",12,5.3,1977,,,1970s,False
47914,0.24162899999999998,The White Buffalo,J. Lee Thompson,based on novel|wyoming|saloon|buffalo|native american,97,['Western'],10,5.6,1977,,,1970s,False
12707,0.22879699999999997,Orca: The Killer Whale,Michael Anderson,ship|whale|marine biologist|newfoundland|killer whale,92,"['Drama', 'Adventure', 'Horror']",25,5.0,1977,21586686.1954221,52951615.9613396,1970s,True
38985,0.219941,Sorcerer,William Friedkin,dynamite|car journey|nicaragua|criminal|explosives,121,"['Action', 'Thriller', 'Adventure']",48,7.4,1977,79151182.7165477,43173372.3908442,1970s,False
72277,0.19154100000000002,The Last Wave,Peter Weir,australia,106,"['Drama', 'Thriller', 'Mystery']",12,5.8,1977,2914202.63638198,4526008.5389735,1970s,False
24032,0.078067,"Oh, God!",Carl Reiner,god,98,"['Fantasy', 'Comedy']",15,5.6,1977,,149981572.165551,1970s,False
41662,0.288587,3 Women,Robert Altman,independent film|expectant mother|still birth,124,['Drama'],24,6.1,1977,5396671.54885552,,1970s,False
30315,0.164123,Kingdom of the Spiders,John 'Bud' Cardos,hotel|small town|siege|independent film|corpse,97,"['Horror', 'Science Fiction']",16,5.7,1977,1798890.51628517,61162277.553695895,1970s,True
24655,0.16331500000000002,The Car,Elliot Silverstein,small town|supernatural|suspense|desert,96,"['Horror', 'Mystery']",24,6.2,1977,,,1970s,True
16220,0.17565699999999898,Wizards,Ralph Bakshi,elves|assassin|technology|mutant|world war ii,80,"['Animation', 'Fantasy', 'Science Fiction']",26,6.0,1977,4317337.23908442,32380029.2931331,1970s,False
10670,0.15041,Rollercoaster,James Goldstone,bomb|terrorist|fbi|blackmail|investigation,119,"['Action', 'Thriller']",10,6.0,1977,,,1970s,False
12262,0.137351,The Hills Have Eyes,Wes Craven,rape|mutation|government|murder|blood,89,['Horror'],57,6.0,1977,827489.63749118,89944525.8142588,1970s,True
18775,0.24469000000000002,Demon Seed,Donald Cammell,artificial intelligence|man vs machine|rape|technology|computer,94,"['Horror', 'Science Fiction']",23,5.2,1977,,,1970s,True
11598,0.125508999999999,The Kentucky Fried Movie,John Landis,journalism|commercial|television|tv show|manipulation of the media,83,['Comedy'],31,6.2,1977,2158668.61954221,,1970s,False
26932,0.11406199999999901,The Island of Dr. Moreau,Don Taylor,experiment|mutant|island|genetics|hybrid,99,['Science Fiction'],12,5.1,1977,,,1970s,False
26517,0.11371400000000001,Martin,George A. Romero,vampire|blood|razor blade,95,['Horror'],17,6.3,1977,,,1970s,True
20416,0.112001,The Deep,Peter Yates,diving|ocean|female nudity|based on novel|treasure,123,"['Mystery', 'Thriller', 'Adventure']",27,5.7,1977,,,1970s,False
42218,0.108321,Empire of the Ants,Bert I. Gordon,florida|mutant|everglades|radioactive|independent film,89,"['Horror', 'Science Fiction']",11,4.6,1977,,,1970s,True
64976,0.046957,Day of the Animals,William Girdler,snake|camping|wolf|bird|wilderness,97,"['Science Fiction', 'Horror', 'Thriller']",11,5.5,1977,,,1970s,True
18196,0.097126,The Sentinel,Michael Winner,secret society|hell|hellgate|model|demon,92,"['Horror', 'Drama', 'Mystery']",14,6.3,1977,,10.793343097711,1970s,True
14741,0.140163,The Goodbye Girl,Herbert Ross,theatre play,111,"['Comedy', 'Romance']",10,6.5,1977,,366973665.322175,1970s,False
33665,0.080226,Opening Night,John Cassavetes,alcohol|stalker|independent film|obsessed fan,144,['Drama'],10,6.2,1977,,,1970s,False
29437,0.121361,Rabid,David Cronenberg,nudity|vampire|montreal|motor-bike accident|murder,91,"['Horror', 'Science Fiction']",29,6.1,1977,1906823.94726228,,1970s,True
26680,0.071172,Shock Waves,Ken Wiederhorn,nazis|zombies island|campy|deserted island,85,['Horror'],11,4.9,1977,719556.20651407,,1970s,True
20785,0.002457,Emmet Otter's Jug-Band Christmas,Jim Henson,holiday,48,"['Drama', 'Comedy', 'Family']",10,7.5,1977,,,1970s,False
19995,9.432768,Avatar,James Cameron,culture clash|future|space war|space colony|society,162,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",8458,7.1,2009,240886902.887613,2827123750.41189,2000s,False
16869,6.098027,Inglourious Basterds,Quentin Tarantino,paris|guerilla|cinema|self sacrifice|dynamite,153,"['Drama', 'Action', 'Thriller', 'War']",3969,7.7,2009,71148030.38874671,324364937.762752,2000s,False
12437,5.806897,Underworld: Rise of the Lycans,Patrick Tatopoulos,prison|underworld|slavery|castle|vampire,92,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",979,6.2,2009,35574015.194373295,92825002.67821509,2000s,False
767,5.076472,Harry Potter and the Half-Blood Prince,David Yates,witch|broom|school of witchcraft|magic wand|magic broomstick,153,"['Adventure', 'Fantasy', 'Family']",3220,7.3,2009,254100108.531238,949276533.285793,2000s,False
14160,4.9089019999999906,Up,Bob Peterson|Pete Docter,central and south america|balloon|animation|title spoken by character|floating in the air,96,"['Animation', 'Comedy', 'Family', 'Adventure']",4225,7.6,2009,177870075.97186598,743337082.495734,2000s,False
13475,3.82957,Star Trek,J.J. Abrams,spacecraft|teleportation|space mission|parachute|time travel,127,"['Science Fiction', 'Action', 'Adventure']",3417,7.3,2009,152460065.118743,392005772.74790496,2000s,False
534,3.7896330000000003,Terminator Salvation,McG,saving the world|artificial intelligence|prophecy|san francisco|cyborg,115,"['Drama', 'Action', 'Thriller', 'Science Fiction']",1670,5.8,2009,203280086.82499,377443351.430004,2000s,False
17654,3.7449559999999997,District 9,Neill Blomkamp,slum|street gang|refugee camp|extraterrestrial technology|new zealand,112,"['Action', 'Thriller', 'Science Fiction']",2141,7.1,2009,30492013.023748603,214277144.142453,2000s,False
10528,3.4315589999999996,Sherlock Holmes,Guy Ritchie,detective|scotland yard|coffin|black magic|arrest,128,"['Adventure', 'Drama', 'Action', 'Comedy', 'Thriller']",4118,6.9,2009,91476039.0712458,532622976.829525,2000s,False
19913,3.244139,(500) Days of Summer,Marc Webb,date|sex|jealousy|fight|architect,95,"['Comedy', 'Drama', 'Romance']",1778,7.3,2009,7623003.25593715,61718613.19885401,2000s,False
8355,3.1549139999999998,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,ice age|bridge|insanity|jungle|dinosaur,94,"['Animation', 'Comedy', 'Family', 'Adventure']",1392,6.4,2009,91476039.0712458,901228865.731673,2000s,False
18785,3.15306,The Hangover,Todd Phillips,underwear|tiger|stag night|hangover|lost weekend,100,['Comedy'],4134,7.1,2009,35574015.194373295,466802856.532436,2000s,False
13183,3.038063,Watchmen,Zack Snyder,dc comics|secret identity|mass murder|retirement|based on comic book,162,"['Action', 'Mystery', 'Science Fiction']",1751,6.8,2009,132132056.436243,188297310.746747,2000s,False
14161,2.9797860000000003,2012,Roland Emmerich,white house|u.s. president|indian|ambulance|loss of father,158,"['Action', 'Adventure', 'Science Fiction']",3533,5.6,2009,203280086.82499,782276248.083831,2000s,False
12244,2.8464650000000002,9,Shane Acker,man vs machine|hope|post-apocalyptic|dystopia|friendship,79,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",851,6.5,2009,30492013.023748603,49222304.257030606,2000s,False
13448,2.8415619999999997,Angels & Demons,Ron Howard,rome|vatican|symbolism|christian|illuminati,138,"['Thriller', 'Mystery']",1275,6.3,2009,152460065.118743,362462054.214392,2000s,False
10198,2.463982,The Princess and the Frog,Ron Clements|John Musker,based on novel|voodoo|kiss|princess|animation,97,"['Romance', 'Family', 'Animation', 'Music']",706,6.5,2009,106722045.58311999,271425431.47722995,2000s,False
22881,2.367474,The Blind Side,John Lee Hancock,american football|adoption|education|private school|sport,129,['Drama'],1078,7.1,2009,29475612.589623604,314279459.502642,2000s,False
19908,2.041804,Zombieland,Ruben Fleischer,survival|zombies|twinkie|zombie spoof|body count,88,"['Comedy', 'Horror']",2165,7.1,2009,23987050.245348897,104070645.115453,2000s,True
18239,1.971027,The Twilight Saga: New Moon,Chris Weitz,moon|cinema|werewolf,130,"['Adventure', 'Fantasy', 'Drama', 'Romance']",1388,5.6,2009,50820021.7062476,721468940.530613,2000s,False
10184,1.926432,He's Just Not That Into You,Ken Kwapis,relationship|ensemble cast|duringcreditsstinger,129,"['Comedy', 'Romance', 'Drama']",612,6.0,2009,40656017.3649981,180166572.785146,2000s,False
14869,1.906998,G.I. Joe: The Rise of Cobra,Stephen Sommers,terrorist|secret|hostage|technology|warhead,118,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1470,5.7,2009,177870075.97186598,307429640.188147,2000s,False
18240,1.895894,The Proposal,Anne Fletcher,fictitious marriage|deportation|immigration law|romantic comedy|alaska,108,"['Comedy', 'Romance', 'Drama']",1084,6.7,2009,40656017.3649981,322580119.28882,2000s,False
15159,1.874759,The Pink Panther 2,Harald Zwart,diamond|clouseau|pink panther,92,"['Comedy', 'Mystery']",180,5.5,2009,,77115349.8623082,2000s,False
20943,1.860267,The Ugly Truth,Robert Luketic,romantic comedy|romance|tv morning show|relationship|opposites attract,96,"['Comedy', 'Romance']",584,6.3,2009,38623216.49674821,208665898.200178,2000s,False
22794,1.849649,Cloudy with a Chance of Meatballs,Phil Lord|Christopher Miller,weather|food|science,90,"['Animation', 'Comedy', 'Family']",1116,6.4,2009,101640043.412495,246973582.329756,2000s,False
10315,1.826169,Fantastic Mr. Fox,Wes Anderson,fox|tree|peasant|revenge|title spoken by character,87,"['Adventure', 'Animation', 'Comedy', 'Family']",711,7.5,2009,40656017.3649981,47233167.9514307,2000s,False
14836,1.75384,Coraline,Henry Selick,dream|eye|stuffed animal|parallel worlds|button,100,"['Animation', 'Family']",711,7.1,2009,60984026.047497205,126639833.017605,2000s,False
18360,1.752134,Night at the Museum: Battle of the Smithsonian,Shawn Levy,museum|theodore roosevelt|duringcreditsstinger|amelia earhart|smithsonian,105,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",1108,5.9,2009,152460065.118743,419881290.527696,2000s,False
16996,1.732516,17 Again,Burr Steers,high school|bullying|high school basketball|fake identity|adult as a child,102,['Comedy'],765,6.0,2009,20328008.682499,138502321.763511,2000s,False
17979,1.7148869999999898,A Christmas Carol,Robert Zemeckis,holiday|victorian england|money|christmas eve|scrooge,96,"['Animation', 'Drama']",619,6.6,2009,203280086.82499,330567839.545335,2000s,False
24122,1.708605,The Rebound,Bart Freundlich,new york|nanny|cheating husband|divorce|older woman younger man relationship,95,"['Comedy', 'Romance']",134,5.7,2009,,,2000s,False
7980,1.6738790000000001,The Lovely Bones,Peter Jackson,rape|1970s|evidence|tree|afterlife,136,"['Fantasy', 'Drama']",600,6.6,2009,66066028.2181219,95059446.21219058,2000s,False
14560,1.6417389999999898,Paul Blart: Mall Cop,Steve Carr,security guard|duringcreditsstinger,91,"['Action', 'Adventure', 'Comedy', 'Family']",510,5.4,2009,26426411.2872487,186299217.920521,2000s,False
28178,1.575231,Hachi: A Dog's Tale,Lasse Hallstr̦m,japanese|loyalty|human being-animal relationship|friendship|friends,93,"['Drama', 'Family']",976,7.7,2009,16262406.9459992,48585352.5313757,2000s,False
22803,1.542135,Law Abiding Citizen,F. Gary Gray,tattoo|secret passage|baseball bat|deal|explosion,109,"['Drama', 'Crime', 'Thriller']",900,7.2,2009,53869223.0086225,128768508.90600501,2000s,False
22825,1.5352780000000001,The Box,Richard Kelly,experiment|homicide|key|sacrifice|research,115,"['Thriller', 'Science Fiction']",296,5.3,2009,30492013.023748603,33880215.379317604,2000s,False
15092,1.487114,Crank: High Voltage,Mark Neveldine|Brian Taylor,female nudity|prostitute|horse race|heart|strip club,96,"['Action', 'Thriller', 'Crime']",560,5.9,2009,20328008.682499,35127385.466408804,2000s,False
19898,1.453639,Pandorum,Christian Alvart,dystopia|spaceship|survival|mission,108,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",406,6.2,2009,33541214.3261234,20983919.3254516,2000s,True
25475,1.416811,Tinker Bell and the Lost Treasure,Klay Hall,friendship|based on a children's book|anger issues|inspired by novel,81,"['Animation', 'Family', 'Adventure', 'Fantasy']",137,6.5,2009,,,2000s,False
16871,1.398364,Drag Me to Hell,Sam Raimi,curse|psychologist|co-worker|psychic|button,99,"['Horror', 'Thriller']",498,6.1,2009,30492013.023748603,92332504.83145942,2000s,True
37707,1.358965,Splice,Vincenzo Natali,dna|genetics|gene manipulation|genetic engineering|biological experiment,104,"['Thriller', 'Science Fiction']",374,5.3,2009,26426411.2872487,,2000s,False
13811,1.357091,Knowing,Alex Proyas,cataclysm|code|drawing and painting|suspense|end of the world,121,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction']",817,5.7,2009,50820021.7062476,157995749.819944,2000s,False
17431,1.3282180000000001,Moon,Duncan Jones,moon|isolation|title spoken by character|cloning|moon base,97,"['Science Fiction', 'Drama']",1027,7.4,2009,5082002.17062476,9920173.94270469,2000s,False
19585,1.324927,G-Force,Hoyt Yeatman,dyr|duringcreditsstinger,88,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",340,5.1,2009,152460065.118743,297620180.711931,2000s,False
19824,1.311696,Van Wilder: Freshman Year,Harvey Glazer,college|sequel|prequel|national lampoon serie,100,['Comedy'],91,5.0,2009,,,2000s,False
18487,1.30199,The Taking of Pelham 1 2 3,Tony Scott,hostage|new york city|new york subway|subway train|stock market,106,"['Thriller', 'Drama', 'Crime']",551,6.1,2009,101640043.412495,152628915.657262,2000s,False
23082,1.297769,The Invention of Lying,Ricky Gervais|Matthew Robinson,,100,"['Comedy', 'Romance', 'Fantasy']",305,5.8,2009,18803408.0313116,32436176.659339696,2000s,False
20048,1.290519,Confessions of a Shopaholic,P.J. Hogan,new york|based on novel|shop|department store|shopping mall,104,"['Comedy', 'Romance']",445,6.0,2009,40656017.3649981,110109447.015147,2000s,False
12556,1.285167,Ghosts of Girlfriends Past,Mark Waters,womanizer|love|wedding|aftercreditsstinger|duringcreditsstinger,100,"['Fantasy', 'Comedy', 'Romance']",452,5.5,2009,,103899774.989271,2000s,False
18501,1.267182,Gamer,Mark Neveldine|Brian Taylor,dystopia|mind control|gun battle|wrongful imprisonment|dystopic future,95,"['Action', 'Thriller', 'Science Fiction']",484,5.6,2009,50820021.7062476,41498145.780688,2000s,False
19543,1.264202,Anaconda 4: Trail of Blood,Don E. FauntLeRoy,experiment|anaconda|killer snake,89,"['Action', 'Horror', 'Science Fiction']",25,3.6,2009,,,2000s,True
31011,1.26001,Mr. Nobody,Jaco Van Dormael,surrealism,141,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",827,7.8,2009,47770820.403872795,3605384.76753194,2000s,False
19899,1.232312,Couples Retreat,Peter Billingsley,island|married couple|yoga|tahiti|couples therapy,113,"['Comedy', 'Romance']",372,5.3,2009,71148030.38874671,174663169.978133,2000s,False
7445,1.223786,Brothers,Jim Sheridan,brother brother relationship|brother-in-law|loss of husband|war in afghanistan|sister-in-law,104,"['Drama', 'Thriller', 'War']",381,6.7,2009,26426411.2872487,44028788.7291762,2000s,False
20766,1.2186569999999999,The Road,John Hillcoat,post-apocalyptic|dystopia|paternity|duringcreditsstinger,111,"['Adventure', 'Drama']",600,6.7,2009,32524813.8919985,28088535.999175396,2000s,False
15512,1.19445499999999,Monsters vs Aliens,Rob Letterman|Conrad Vernon,alien|giant robot|duringcreditsstinger,94,"['Animation', 'Family', 'Adventure', 'Science Fiction']",932,6.0,2009,177870075.97186598,387766797.490954,2000s,False
24469,1.159118,Fish Tank,Andrea Arnold,dancing|mother|alcohol|sex|adultery,123,['Drama'],124,6.6,2009,3049201.30237486,2396521.79640238,2000s,False
24803,1.14937,Julie & Julia,Nora Ephron,cooking|book|cookbook|blog|recipe,123,"['Romance', 'Drama']",341,6.5,2009,40656017.3649981,131665019.420363,2000s,False
28211,1.145724,Chloe,Atom Egoyan,toronto|lesbian|remake of french film|suspicious wife|female doctor,96,"['Drama', 'Thriller', 'Mystery']",297,5.9,2009,15246006.511874301,8598196.78366181,2000s,False
11322,1.138277,Public Enemies,Michael Mann,cinema|hiding place|machinegun|prison guard|escape from prison,140,"['History', 'Crime', 'Drama']",853,6.5,2009,81312034.7299962,217616028.716158,2000s,False
25472,1.124263,Merry Madagascar,David Soren,holiday,30,"['Family', 'Animation']",45,6.3,2009,,,2000s,False
19994,1.104112,Jennifer's Body,Karyn Kusama,bloodthirstiness|high school|sexual murder|horror|gore,100,"['Comedy', 'Horror']",441,5.2,2009,16262406.9459992,32073594.0996735,2000s,True
21208,1.0990030000000002,Orphan,Jaume Collet-Serra,nun|deaf-mute|orphan|all girl|troubled marriage,123,"['Horror', 'Thriller', 'Mystery']",707,6.5,2009,20328008.682499,42278447.5743705,2000s,True
23706,1.085541,All About Steve,Phil Traill,blind date|eccentric|aftercreditsstinger|crossword puzzle|mine shaft,99,['Comedy'],192,4.6,2009,15246006.511874301,40763290.2996165,2000s,False
19912,1.083957,The Final Destination,David R. Ellis,car race|dying and death|plan|stock-car-race|car crash,82,"['Horror', 'Mystery']",472,5.5,2009,40656017.3649981,189220360.8994,2000s,True
23398,1.080415,Alvin and the Chipmunks: The Squeakquel,Betty Thomas,animal in title|chipmunk|cgi|based on tv series|aftercreditsstinger,88,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",414,5.3,2009,76230032.5593715,450407693.46013397,2000s,False
36419,1.075405,After.Life,Agnieszka Wojtowicz-Vosloo,wheelchair|nightmare|funeral|injection|casket,104,"['Drama', 'Horror', 'Mystery', 'Thriller']",130,5.2,2009,4573801.95356229,3665541.44362606,2000s,True
10521,1.074072,Bride Wars,Gary Winick,bride|friendship|engagement|rivalry|wedding,89,['Comedy'],501,5.8,2009,30492013.023748603,116543991.53866899,2000s,False
25793,1.065548,Precious,Lee Daniels,aids|illiteracy|song|unwillingly pregnant|balloon,110,['Drama'],205,6.8,2009,10164004.3412495,64691685.0923125,2000s,False
16995,1.04373799999999,State of Play,Kevin Macdonald,corruption|assassination|detective|journalist|assassin,127,['Action'],257,6.6,2009,60984026.047497205,89223892.89090909,2000s,False
13788,1.039442,The Unborn,David S. Goyer,,87,"['Horror', 'Thriller', 'Mystery']",186,4.9,2009,16262406.9459992,77768913.63665842,2000s,True
